[ [0, 0, 0, 0, 0, 0, 1, 2, 2, 3, 3, 4, 4]
, [0, 0, 0, 0, 0, 0, 1, 2, 3, 3, 3, 4, 4]
, [0, 0, 0, 0, 0, 0, 1, 2, 3, 4, 4, 4, 4]
, [0, 0, 0, 0, 0, 1, 1, 2, 3, 4, 4, 4, 5]
, [0, 0, 0, 0, 0, 1, 2, 2, 3, 4, 4, 5, 5]
, [0, 0, 0, 0, 1, 1, 2, 2, 3, 4, 5, 5, 5]
, [0, 0, 0, 0, 1, 1, 2, 3, 3, 4, 5, 5, 5]
, [0, 0, 0, 0, 1, 1, 2, 3, 4, 4, 5, 5, 6]
, [0, 0, 0, 0, 1, 2, 2, 3, 4, 4, 5, 6, 6]
, [0, 0, 0, 0, 1, 2, 3, 3, 4, 4, 5, 6, 7]

, [0, 0, 0, 1, 1, 2, 3, 3, 4, 5, 5, 6, 7]
, [0, 0, 0, 1, 2, 2, 3, 3, 4, 5, 6, 6, 7]
, [0, 0, 0, 1, 2, 2, 3, 4, 4, 5, 6, 6, 7]
, [0, 0, 0, 1, 2, 2, 3, 4, 4, 5, 6, 7, 7]
, [0, 0, 0, 1, 2, 3, 4, 4, 4, 5, 6, 7, 8]
, [0, 0, 0, 1, 2, 3, 4, 4, 5, 5, 6, 7, 8]
, [0, 0, 0, 1, 2, 3, 4, 4, 5, 6, 7, 7, 8]
, [0, 0, 0, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8]
, [0, 0, 0, 1, 2, 3, 4, 5, 6, 6, 7, 7, 8]
, [0, 0, 0, 1, 2, 3, 4, 5, 6, 7, 7, 8, 9]

, [0, 0, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
, [0, 0, 0, 1, 2, 3, 4, 6, 6, 7, 8, 9, 10]
, [0, 0, 0, 1, 2, 3, 5, 6, 6, 7, 8, 9, 10]
, [0, 0, 0, 2, 2, 3, 5, 6, 6, 7, 8, 9, 10]
, [0, 0, 0, 2, 3, 4, 5, 6, 7, 7, 8, 9, 10]
, [0, 0, 0, 2, 3, 4, 5, 6, 7, 8, 8, 9, 10]
, [0, 0, 0, 2, 3, 4, 5, 6, 8, 8, 9, 9, 10]
, [0, 0, 0, 2, 3, 4, 6, 6, 8, 8, 9, 9, 10]
, [0, 0, 0, 2, 3, 4, 6, 6, 8, 9, 9, 10, 10]
, [0, 0, 0, 2, 3, 4, 6, 7, 8, 9, 9, 10, 10]

, [0, 0, 0, 2, 4, 4, 6, 7, 8, 9, 10, 10, 10]
, [0, 0, 0, 2, 4, 5, 6, 7, 8, 9, 10, 10, 11]
